;$FILEVERSION=1.1
;$STARTTIME=46168.6396648727
;
;   Start time: 26/05/2026 15:21:07.045.0
;   Generated by PCAN-View v5.3.3.958
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
  2127)    23144.2  Rx      0610  8  08 00 2B 07 6E 07 F9 00 
  2128)    23173.2  Rx      0626  8  93 15 4A 24 65 18 00 00 
  2129)    23179.2  Rx      0618  8  00 01 00 64 63 13 FB 00 
  2130)    23188.2  Rx      0628  8  0A 04 6F 00 20 00 00 00 
  2131)    23200.3  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2132)    23207.2  Rx      0626  8  BF 14 A8 23 65 18 00 00 
  2133)    23215.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2134)    23241.3  Rx      0626  8  0C 15 13 24 69 18 00 00 
  2135)    23245.3  Rx      0610  8  08 00 2C 07 70 07 FA 00 
  2136)    23258.3  Rx      0615  8  28 00 56 00 00 00 00 00 
  2137)    23275.2  Rx      0626  8  29 15 18 25 65 18 00 00 
  2138)    23280.3  Rx      0618  8  00 01 00 64 58 13 00 01 
  2139)    23302.3  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2140)    23309.2  Rx      0626  8  4D 14 46 24 5D 18 00 00 
  2141)    23315.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2142)    23343.3  Rx      0626  8  D6 14 AC 23 5E 18 00 00 
  2143)    23346.2  Rx      0610  8  08 00 2E 07 71 07 FA 00 
  2144)    23370.2  Rx      0620  8  11 19 00 00 81 02 00 00 
  2145)    23377.3  Rx      0626  8  7F 15 43 23 61 18 00 00 
  2146)    23381.2  Rx      0618  8  00 01 00 64 53 13 02 01 
  2147)    23404.3  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2148)    23407.3  Rx      0625  8  00 00 00 00 32 00 00 00 
  2149)    23411.3  Rx      0626  8  C8 14 14 21 5F 18 00 00 
  2150)    23415.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2151)    23421.3  Rx      0615  8  29 00 56 00 00 00 00 00 
  2152)    23445.2  Rx      0626  8  2A 15 76 21 65 18 00 00 
  2153)    23447.2  Rx      0610  8  08 00 2F 07 72 07 F9 00 
  2154)    23479.2  Rx      0626  8  B5 15 22 22 70 18 00 00 
  2155)    23482.2  Rx      0618  8  00 01 00 64 68 13 01 01 
  2156)    23506.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2157)    23513.2  Rx      0626  8  A5 15 FD 21 75 18 00 00 
  2158)    23515.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2159)    23515.6  Rx      0100  8  2B B5 FC 3E 11 F8 94 D7 
  2160)    23518.6  Rx      0101  8  13 88 00 17 00 5C 9A 52 
  2161)    23521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
  2162)    23524.6  Rx      0104  4  1C 03 71 49 
  2163)    23527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  2164)    23530.6  Rx      0107  8  0F 97 0F 9E 0F 9A 58 92 
  2165)    23533.6  Rx      0108  8  0F A1 0F 9D 0F 99 5D EA 
  2166)    23536.6  Rx      0109  8  0F A0 0F 9C 0F 98 9D 47 
  2167)    23539.6  Rx      010A  8  0F 9F 0F 9B 0F 97 5D A2 
  2168)    23542.6  Rx      010B  8  0F 9E 0F 9A 0F A1 4B 4E 
  2169)    23545.6  Rx      010C  8  0F 9D 0F 99 0F A0 8B 3B 
  2170)    23547.3  Rx      0626  8  7D 16 1E 24 74 18 00 00 
  2171)    23548.2  Rx      0610  8  08 00 30 07 73 07 F8 00 
  2172)    23548.6  Rx      010D  8  0F 9C 0F 98 0F 9F 9B 17 
  2173)    23551.6  Rx      010E  8  0F 9B 0F 97 0F 9E 98 53 
  2174)    23554.6  Rx      010F  8  0F 9A 0F A1 0F 9D 57 CE 
  2175)    23557.6  Rx      0110  8  0F 99 00 00 00 00 F8 1C 
  2176)    23581.3  Rx      0626  8  BA 14 8E 23 72 18 00 00 
  2177)    23583.2  Rx      0618  8  00 01 00 64 63 13 F5 00 
  2178)    23584.3  Rx      0615  8  28 00 56 00 00 00 00 00 
  2179)    23608.3  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2180)    23615.3  Rx      0626  8  14 15 D0 23 74 18 00 00 
  2181)    23615.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2182)    23649.3  Rx      0610  8  08 00 30 07 74 07 F7 00 
  2183)    23649.4  Rx      0626  8  90 14 A8 25 70 18 00 00 
  2184)    23683.2  Rx      0626  8  53 14 75 24 78 18 00 00 
  2185)    23684.3  Rx      0618  8  00 01 00 64 6A 13 F2 00 
  2186)    23710.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2187)    23715.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2188)    23717.2  Rx      0626  8  B7 14 F5 24 66 18 00 00 
  2189)    23747.3  Rx      0615  8  29 00 56 00 00 00 00 00 
  2190)    23750.2  Rx      0610  8  08 00 31 07 75 07 F9 00 
  2191)    23751.2  Rx      0626  8  33 14 D2 22 67 18 00 00 
  2192)    23785.2  Rx      0618  8  00 01 00 64 5A 13 FA 00 
  2193)    23785.4  Rx      0626  8  E4 14 99 22 6A 18 00 00 
  2194)    23812.3  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2195)    23815.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2196)    23819.3  Rx      0626  8  A0 14 5D 22 69 18 00 00 
  2197)    23851.3  Rx      0610  8  08 00 32 07 75 07 F8 00 
  2198)    23853.3  Rx      0626  8  F9 15 11 20 70 18 00 00 
  2199)    23886.2  Rx      0618  8  00 01 00 64 55 13 08 01 
  2200)    23887.3  Rx      0626  8  13 16 A2 22 7E 18 00 00 
  2201)    23910.3  Rx      0615  8  29 00 56 00 00 00 00 00 
  2202)    23914.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2203)    23915.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2204)    23921.1  Rx      0626  8  C4 15 3C 22 80 18 00 00 
  2205)    23945.2  Rx      0628  8  10 04 6F 00 21 00 00 00 
  2206)    23952.2  Rx      0610  8  08 00 33 07 77 07 FA 00 
  2207)    23955.3  Rx      0626  8  3B 15 9A 23 7F 18 00 00 
  2208)    23987.2  Rx      0618  8  00 01 00 64 65 13 03 01 
  2209)    23989.2  Rx      0626  8  DA 14 E7 23 81 18 00 00 
  2210)    24015.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2211)    24016.3  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2212)    24023.3  Rx      0626  8  2E 15 FA 25 85 18 00 00 
  2213)    24053.2  Rx      0610  8  08 00 35 07 79 07 FA 00 
  2214)    24057.2  Rx      0626  8  50 14 26 25 7C 18 00 00 
  2215)    24072.3  Rx      0615  8  28 00 56 00 00 00 00 00 
  2216)    24088.2  Rx      0618  8  00 01 00 64 64 13 FD 00 
  2217)    24091.2  Rx      0626  8  C2 14 82 27 74 18 00 00 
  2218)    24115.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2219)    24118.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2220)    24125.3  Rx      0626  8  27 14 7B 26 79 18 00 00 
  2221)    24154.2  Rx      0610  8  08 00 36 07 7A 07 F7 00 
  2222)    24159.1  Rx      0626  8  46 15 03 28 7C 18 00 00 
  2223)    24189.2  Rx      0618  8  00 01 00 64 61 13 F1 00 
  2224)    24193.2  Rx      0626  8  7E 14 27 27 7A 18 00 00 
  2225)    24215.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2226)    24220.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2227)    24227.2  Rx      0626  8  F7 15 4B 28 7D 18 00 00 
  2228)    24235.3  Rx      0615  8  29 00 56 00 00 00 00 00 
  2229)    24255.2  Rx      0610  8  08 00 37 07 7A 07 F8 00 
  2230)    24261.2  Rx      0626  8  6C 15 E0 29 90 18 00 00 
  2231)    24290.3  Rx      0618  8  00 01 00 64 5D 13 FA 00 
  2232)    24295.2  Rx      0626  8  EF 15 DF 2C 8C 18 00 00 
  2233)    24296.2  Rx      0625  8  00 00 00 00 32 00 00 00 
  2234)    24315.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2235)    24322.3  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2236)    24329.3  Rx      0626  8  C9 14 5C 2C 8C 18 00 00 
  2237)    24356.3  Rx      0610  8  08 00 38 07 7B 07 F8 00 
  2238)    24363.3  Rx      0626  8  5B 15 9E 2F 8C 18 00 00 
  2239)    24371.2  Rx      0620  8  12 19 00 00 81 02 00 00 
  2240)    24388.1  Rx      0037  3  00 00 00 
  2241)    24388.6  Rx      0030  8  07 40 00 04 00 00 00 3E 
  2242)    24391.2  Rx      0618  8  00 01 00 64 6F 13 04 01 
  2243)    24397.2  Rx      0626  8  04 14 4D 2D 93 18 00 00 
  2244)    24397.3  Rx      0615  8  28 00 56 00 00 00 00 00 
  2245)    24415.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2246)    24424.1  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2247)    24431.2  Rx      0626  8  4E 14 75 31 88 18 00 00 
  2248)    24457.2  Rx      0610  8  08 00 3A 07 7D 07 FA 00 
  2249)    24465.2  Rx      0626  8  F2 14 C6 31 85 18 00 00 
  2250)    24492.2  Rx      0618  8  00 01 00 64 6C 13 F7 00 
  2251)    24499.2  Rx      0626  8  78 14 FC 30 84 18 00 00 
  2252)    24515.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2253)    24515.6  Rx      0100  8  2B B5 FB AF 11 F8 0D 87 
  2254)    24518.6  Rx      0101  8  13 88 00 17 00 5C 9A 52 
  2255)    24521.6  Rx      0102  8  00 00 00 00 00 41 2B C0 
  2256)    24524.6  Rx      0104  4  1C 03 71 49 
  2257)    24526.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2258)    24527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  2259)    24530.6  Rx      0107  8  0F 97 0F 9E 0F 9A 58 92 
  2260)    24533.2  Rx      0626  8  00 15 DF 31 88 18 00 00 
  2261)    24533.6  Rx      0108  8  0F A1 0F 9D 0F 99 5D EA 
  2262)    24536.6  Rx      0109  8  0F A0 0F 9C 0F 98 9D 47 
  2263)    24539.6  Rx      010A  8  0F 9F 0F 9B 0F 97 5D A2 
  2264)    24542.6  Rx      010B  8  0F 9E 0F 9A 0F A1 4B 4E 
  2265)    24545.6  Rx      010C  8  0F 9D 0F 99 0F A0 8B 3B 
  2266)    24548.6  Rx      010D  8  0F 9C 0F 98 0F 9F 9B 17 
  2267)    24551.6  Rx      010E  8  0F 9B 0F 97 0F 9E 98 53 
  2268)    24554.6  Rx      010F  8  0F 9A 0F A1 0F 9D 57 CE 
  2269)    24557.6  Rx      0110  8  0F 99 00 00 00 00 F8 1C 
  2270)    24558.2  Rx      0610  8  08 00 3B 07 7F 07 F9 00 
  2271)    24559.3  Rx      0615  8  28 00 56 00 00 00 00 00 
  2272)    24567.2  Rx      0626  8  64 15 7F 30 88 18 00 00 
  2273)    24593.2  Rx      0618  8  00 01 00 64 63 13 F0 00 
  2274)    24601.2  Rx      0626  8  DF 15 E5 35 93 18 00 00 
  2275)    24615.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2276)    24628.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2277)    24635.3  Rx      0626  8  78 15 D8 35 96 18 00 00 
  2278)    24659.2  Rx      0610  8  08 00 39 07 7D 07 F6 00 
  2279)    24669.2  Rx      0626  8  D4 14 75 39 8E 18 00 00 
  2280)    24694.2  Rx      0618  8  00 01 00 64 55 13 F7 00 
  2281)    24702.2  Rx      0628  8  0A 04 6F 00 20 00 00 00 
  2282)    24703.1  Rx      0626  8  A2 14 00 3B 8E 18 00 00 
  2283)    24715.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2284)    24722.2  Rx      0615  8  28 00 56 00 00 00 00 00 
  2285)    24730.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2286)    24737.2  Rx      0626  8  AF 13 BF 3E 87 18 00 00 
  2287)    24760.2  Rx      0610  8  08 00 37 07 7B 07 F4 00 
  2288)    24771.2  Rx      0626  8  EC 13 D5 40 79 18 00 00 
  2289)    24795.2  Rx      0618  8  00 01 00 64 56 13 FD 00 
  2290)    24805.2  Rx      0626  8  D8 13 B3 44 76 18 00 00 
  2291)    24815.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2292)    24832.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2293)    24839.2  Rx      0626  8  37 14 CA 44 6E 18 00 00 
  2294)    24861.2  Rx      0610  8  08 00 35 07 79 07 F2 00 
  2295)    24873.2  Rx      0626  8  28 14 9D 49 68 18 00 00 
  2296)    24884.3  Rx      0615  8  28 00 56 00 00 00 00 00 
  2297)    24896.2  Rx      0618  8  00 01 00 64 68 13 F5 00 
  2298)    24907.2  Rx      0626  8  7D 14 ED 48 6B 18 00 00 
  2299)    24915.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2300)    24934.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2301)    24941.1  Rx      0626  8  9F 14 AC 4C 6B 18 00 00 
  2302)    24962.2  Rx      0610  8  08 00 32 07 76 07 F3 00 
  2303)    24975.2  Rx      0626  8  46 15 3B 50 77 18 00 00 
  2304)    24997.2  Rx      0618  8  00 01 00 64 64 13 F3 00 
  2305)    25009.2  Rx      0626  8  1F 15 F3 55 76 18 00 00 
  2306)    25015.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2307)    25036.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2308)    25043.2  Rx      0626  8  88 14 32 5B 6F 18 00 00 
  2309)    25047.2  Rx      0615  8  27 00 56 00 00 00 00 00 
  2310)    25063.2  Rx      0610  8  07 00 30 07 74 07 F1 00 
  2311)    25077.2  Rx      0626  8  7F 14 2D 5D 6C 18 00 00 
  2312)    25098.2  Rx      0618  8  00 01 00 64 67 13 EF 00 
  2313)    25111.2  Rx      0626  8  AF 14 BB 61 6C 18 00 00 
  2314)    25115.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2315)    25138.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2316)    25145.2  Rx      0626  8  D4 13 44 65 5E 18 00 00 
  2317)    25164.2  Rx      0610  8  08 00 2E 07 71 07 F3 00 
  2318)    25179.2  Rx      0626  8  35 14 53 68 5C 18 00 00 
  2319)    25185.2  Rx      0625  8  00 00 00 00 32 00 00 00 
  2320)    25199.2  Rx      0618  8  00 01 00 64 58 13 F4 00 
  2321)    25211.2  Rx      0615  8  28 00 56 00 00 00 00 00 
  2322)    25213.2  Rx      0626  8  5D 14 FC 69 56 18 00 00 
  2323)    25215.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2324)    25240.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2325)    25247.2  Rx      0626  8  88 14 A9 6C 52 18 00 00 
  2326)    25265.2  Rx      0610  8  08 00 2C 07 70 07 F5 00 
  2327)    25281.2  Rx      0626  8  48 14 84 6D 51 18 00 00 
  2328)    25300.2  Rx      0618  8  00 01 00 64 57 13 FE 00 
  2329)    25315.1  Rx      0626  8  2C 14 14 72 54 18 00 00 
  2330)    25315.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2331)    25342.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2332)    25349.1  Rx      0626  8  7B 14 AA 77 4E 18 00 00 
  2333)    25366.2  Rx      0610  8  07 00 2A 07 6E 07 F0 00 
  2334)    25372.2  Rx      0620  8  12 19 00 00 81 02 00 00 
  2335)    25373.2  Rx      0615  8  27 00 56 00 00 00 00 00 
  2336)    25383.2  Rx      0626  8  C2 14 D4 7B 59 18 00 00 
  2337)    25401.2  Rx      0618  8  00 01 00 64 65 13 F3 00 
  2338)    25415.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2339)    25417.1  Rx      0626  8  FF 13 FE 7F 56 18 00 00 
  2340)    25444.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2341)    25451.1  Rx      0626  8  E0 12 FE 7F 4A 18 00 00 
  2342)    25459.2  Rx      0628  8  10 04 6F 00 21 00 00 00 
  2343)    25467.2  Rx      0610  8  07 00 26 07 69 07 E1 00 
  2344)    25485.1  Rx      0626  8  CA 10 FE 7F 35 18 00 00 
  2345)    25502.2  Rx      0618  8  00 01 00 64 81 13 BF 00 
  2346)    25515.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2347)    25515.6  Rx      0100  8  2B B5 FB 19 11 F8 EB 66 
  2348)    25518.6  Rx      0101  8  13 88 00 17 00 5C 9A 52 
  2349)    25519.2  Rx      0626  8  9E 0F FE 7F 23 18 00 00 
  2350)    25521.6  Rx      0102  8  00 00 00 00 00 41 2B C0 
  2351)    25524.6  Rx      0104  4  1C 03 71 49 
  2352)    25527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  2353)    25530.6  Rx      0107  8  0F 97 0F 9E 0F 9A 58 92 
  2354)    25533.6  Rx      0108  8  0F A1 0F 9D 0F 99 5D EA 
  2355)    25536.6  Rx      0109  8  0F A0 0F 9C 0F 98 9D 47 
  2356)    25538.2  Rx      0615  8  22 00 56 00 00 00 00 00 
  2357)    25539.6  Rx      010A  8  0F 9F 0F 9B 0F 97 5D A2 
  2358)    25542.6  Rx      010B  8  0F 9E 0F 9A 0F A1 4B 4E 
  2359)    25545.6  Rx      010C  8  0F 9D 0F 99 0F A0 8B 3B 
  2360)    25546.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2361)    25548.6  Rx      010D  8  0F 9C 0F 98 0F 9F 9B 17 
  2362)    25551.6  Rx      010E  8  0F 9B 0F 97 0F 9E 98 53 
  2363)    25553.2  Rx      0626  8  B3 0E FE 7F 04 18 00 00 
  2364)    25554.6  Rx      010F  8  0F 9A 0F A1 0F 9D 57 CE 
  2365)    25557.6  Rx      0110  8  0F 99 00 00 00 00 F8 1C 
  2366)    25568.2  Rx      0610  8  06 00 18 07 5A 07 B7 00 
  2367)    25587.2  Rx      0626  8  CA 0D FE 7F E8 17 00 00 
  2368)    25603.2  Rx      0618  8  00 01 00 64 81 13 98 00 
  2369)    25615.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2370)    25621.2  Rx      0626  8  5A 0C FE 7F C8 17 00 00 
  2371)    25648.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2372)    25655.2  Rx      0626  8  CC 0B FE 7F A2 17 00 00 
  2373)    25669.2  Rx      0610  8  05 00 FE 06 40 07 94 00 
  2374)    25689.2  Rx      0626  8  6E 0B FE 7F 7B 17 00 00 
  2375)    25704.2  Rx      0618  8  00 01 00 64 80 13 82 00 
  2376)    25706.2  Rx      0615  8  18 00 56 00 00 00 00 00 
  2377)    25715.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2378)    25723.2  Rx      0626  8  F1 0A FE 7F 57 17 00 00 
  2379)    25750.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2380)    25757.2  Rx      0626  8  7D 0A FE 7F 2F 17 00 00 
  2381)    25770.2  Rx      0610  8  04 00 DD 06 1E 07 80 00 
  2382)    25791.2  Rx      0626  8  AB 0A FE 7F 04 17 00 00 
  2383)    25805.2  Rx      0618  8  00 01 00 64 84 13 74 00 
  2384)    25815.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2385)    25825.2  Rx      0626  8  7D 0A FE 7F D9 16 00 00 
  2386)    25852.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2387)    25859.2  Rx      0626  8  5C 0A FE 7F AC 16 00 00 
  2388)    25871.2  Rx      0610  8  04 00 B8 06 F8 06 73 00 
  2389)    25879.2  Rx      0615  8  14 00 56 00 00 00 00 00 
  2390)    25893.2  Rx      0626  8  47 0A FE 7F 88 16 00 00 
  2391)    25906.2  Rx      0618  8  00 01 00 64 7B 13 75 00 
  2392)    25915.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2393)    25927.1  Rx      0626  8  F5 0A FE 7F 5D 16 00 00 
  2394)    25954.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2395)    25961.2  Rx      0626  8  DF 0A FE 7F 2E 16 00 00 
  2396)    25972.2  Rx      0610  8  04 00 93 06 D1 06 6D 00 
  2397)    25995.1  Rx      0626  8  F3 09 FE 7F F4 15 00 00 
  2398)    26007.2  Rx      0618  8  00 01 00 64 98 13 68 00 
  2399)    26015.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2400)    26029.2  Rx      0626  8  1E 0A FE 7F C8 15 00 00 
  2401)    26056.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2402)    26060.2  Rx      0615  8  14 00 56 00 00 00 00 00 
  2403)    26063.2  Rx      0626  8  DF 09 FE 7F A1 15 00 00 
  2404)    26073.2  Rx      0610  8  03 00 6D 06 AA 06 6B 00 
  2405)    26074.2  Rx      0625  8  00 00 00 00 32 00 00 00 
  2406)    26097.2  Rx      0626  8  E7 09 FE 7F 84 15 00 00 
  2407)    26108.2  Rx      0618  8  00 01 00 64 87 13 6E 00 
  2408)    26115.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2409)    26131.2  Rx      0626  8  48 0A FE 7F 5A 15 00 00 
  2410)    26158.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2411)    26165.2  Rx      0626  8  9F 0A FE 7F 31 15 00 00 
  2412)    26174.2  Rx      0610  8  03 00 49 06 84 06 68 00 
  2413)    26199.2  Rx      0626  8  2F 0A FE 7F FC 14 00 00 
  2414)    26209.2  Rx      0618  8  00 01 00 64 86 13 64 00 
  2415)    26215.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2416)    26216.2  Rx      0628  8  10 04 6F 00 21 00 00 00 
  2417)    26233.2  Rx      0626  8  D6 09 FE 7F D3 14 00 00 
  2418)    26248.2  Rx      0615  8  13 00 56 00 00 00 00 00 
  2419)    26260.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2420)    26267.2  Rx      0626  8  D6 09 FE 7F B4 14 00 00 
  2421)    26275.2  Rx      0610  8  03 00 25 06 5F 06 66 00 
  2422)    26301.2  Rx      0626  8  24 0A FE 7F 91 14 00 00 
  2423)    26310.2  Rx      0618  8  00 01 00 64 7F 13 61 00 
  2424)    26315.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2425)    26335.1  Rx      0626  8  33 0A FE 7F 5B 14 00 00 
  2426)    26362.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2427)    26369.2  Rx      0626  8  DC 09 FE 7F 37 14 00 00 
  2428)    26373.2  Rx      0620  8  13 19 00 00 81 02 00 00 
  2429)    26376.2  Rx      0610  8  03 00 02 06 3B 06 64 00 
  2430)    26380.8  Rx      0037  3  00 00 00 
  2431)    26381.4  Rx      0030  8  07 40 00 04 00 00 00 3F 
  2432)    26403.2  Rx      0626  8  0F 0A FE 7F 19 14 00 00 
  2433)    26411.2  Rx      0618  8  00 01 00 64 82 13 61 00 
  2434)    26415.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2435)    26437.2  Rx      0626  8  51 0A FE 7F F9 13 00 00 
  2436)    26445.2  Rx      0615  8  14 00 56 00 00 00 00 00 
  2437)    26464.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2438)    26471.2  Rx      0626  8  20 0A FE 7F BF 13 00 00 
  2439)    26477.2  Rx      0610  8  03 00 E1 05 18 06 61 00 
  2440)    26505.2  Rx      0626  8  D3 09 FE 7F A8 13 00 00 
  2441)    26512.1  Rx      0618  8  00 01 00 64 7A 13 5F 00 
  2442)    26515.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2443)    26515.6  Rx      0100  8  2B B5 FA 87 11 F8 F9 06 
  2444)    26518.6  Rx      0101  8  13 88 00 17 00 5C 9A 52 
  2445)    26521.6  Rx      0102  8  00 00 00 00 00 41 2B C0 
  2446)    26524.6  Rx      0104  4  1C 03 71 49 
  2447)    26527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  2448)    26530.6  Rx      0107  8  0F 97 0F 9E 0F 9A 58 92 
  2449)    26533.6  Rx      0108  8  0F A1 0F 9D 0F 99 5D EA 
  2450)    26536.6  Rx      0109  8  0F A0 0F 9C 0F 98 9D 47 
  2451)    26539.2  Rx      0626  8  9B 0A FE 7F 85 13 00 00 
  2452)    26539.6  Rx      010A  8  0F 9F 0F 9B 0F 97 5D A2 
  2453)    26542.6  Rx      010B  8  0F 9E 0F 9A 0F A1 4B 4E 
  2454)    26545.6  Rx      010C  8  0F 9D 0F 99 0F A0 8B 3B 
  2455)    26548.6  Rx      010D  8  0F 9C 0F 98 0F 9F 9B 17 
  2456)    26551.6  Rx      010E  8  0F 9B 0F 97 0F 9E 98 53 
  2457)    26554.6  Rx      010F  8  0F 9A 0F A1 0F 9D 57 CE 
  2458)    26557.6  Rx      0110  8  0F 99 00 00 00 00 F8 1C 
  2459)    26566.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2460)    26573.2  Rx      0626  8  33 0A FE 7F 50 13 00 00 
  2461)    26578.2  Rx      0610  8  03 00 BF 05 F6 05 5F 00 
  2462)    26607.2  Rx      0626  8  01 0A FE 7F 3C 13 00 00 
  2463)    26613.1  Rx      0618  8  00 01 00 64 88 13 5B 00 
  2464)    26615.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2465)    26641.2  Rx      0626  8  73 0A FE 7F 15 13 00 00 
  2466)    26651.2  Rx      0615  8  13 00 56 00 00 00 00 00 
  2467)    26668.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2468)    26675.2  Rx      0626  8  DB 09 FE 7F DF 12 00 00 
  2469)    26679.1  Rx      0610  8  03 00 9F 05 D4 05 5C 00 
  2470)    26709.2  Rx      0626  8  15 0A FE 7F C4 12 00 00 
  2471)    26714.2  Rx      0618  8  00 01 00 64 88 13 59 00 
  2472)    26715.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2473)    26743.2  Rx      0626  8  19 0A FE 7F 9B 12 00 00 
  2474)    26770.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2475)    26777.2  Rx      0626  8  FC 09 FE 7F 85 12 00 00 
  2476)    26780.2  Rx      0610  8  03 00 7F 05 B3 05 5B 00 
  2477)    26811.1  Rx      0626  8  61 0A FE 7F 65 12 00 00 
  2478)    26815.2  Rx      0618  8  00 01 00 64 8F 13 5B 00 
  2479)    26815.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2480)    26845.1  Rx      0626  8  DF 09 FE 7F 2F 12 00 00 
  2481)    26865.2  Rx      0615  8  14 00 56 00 00 00 00 00 
  2482)    26872.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2483)    26879.1  Rx      0626  8  7C 0A FE 7F 1B 12 00 00 
  2484)    26881.2  Rx      0610  8  03 00 60 05 93 05 59 00 
  2485)    26913.2  Rx      0626  8  DA 09 FE 7F E9 11 00 00 
  2486)    26915.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
